TransactionID,TransactionDate,Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,TransactionTime,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,CustomerAccountNumber,MerchantAccountNumber
TXN11297,18-06-2024,1047.89,SBI Bank,HDFC Bank,395.75,Delhi,Female,Transfer,Success,53:04.0,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11298,19-07-2024,1296.81,ICICI Bank,SBI Bank,2837.06,Bangalore,Male,Payment,Success,27:48.0,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,1.23457E+11,9.87654E+11
TXN11299,20-08-2024,224.91,Axis Bank,Axis Bank,947.09,Hyderabad,Female,Transfer,Success,26:01.0,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11300,21-09-2024,761.9,HDFC Bank,ICICI Bank,7532.88,Mumbai,Male,Payment,Failed,25:41.0,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,1.23457E+11,9.87654E+11
TXN11301,22-10-2024,312.82,SBI Bank,HDFC Bank,3565.58,Delhi,Female,Transfer,Success,01:35.0,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11302,23-11-2024,1851.42,ICICI Bank,SBI Bank,5439.39,Bangalore,Male,Payment,Success,38:34.0,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,1.23457E+11,9.87654E+11
TXN11303,24-12-2024,1937.69,Axis Bank,Axis Bank,320.03,Hyderabad,Female,Transfer,Success,09:00.0,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11304,25-01-2024,1869.7,HDFC Bank,ICICI Bank,6758.41,Mumbai,Male,Payment,Success,45:11.0,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,1.23457E+11,9.87654E+11
TXN11305,26-02-2024,658.25,SBI Bank,HDFC Bank,9531.02,Delhi,Female,Transfer,Failed,08:57.0,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11306,27-03-2024,384.83,ICICI Bank,SBI Bank,4968.03,Bangalore,Male,Payment,Success,04:41.0,Laptop,QR Code,Amazon,Food,46,Instant,EUR,1.23457E+11,9.87654E+11
TXN11307,28-04-2024,1535.82,Axis Bank,Axis Bank,2995.95,Hyderabad,Female,Transfer,Success,48:34.0,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11308,29-05-2024,1575.48,HDFC Bank,ICICI Bank,720.42,Mumbai,Male,Payment,Success,00:25.0,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,1.23457E+11,9.87654E+11
TXN11309,30-06-2024,1004.22,SBI Bank,HDFC Bank,3819.48,Delhi,Female,Transfer,Success,58:43.0,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11310,01-07-2024,934.08,ICICI Bank,SBI Bank,1815.49,Bangalore,Male,Payment,Failed,35:40.0,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,1.23457E+11,9.87654E+11
TXN11311,02-08-2024,179.71,Axis Bank,Axis Bank,2006.47,Hyderabad,Female,Transfer,Success,04:58.0,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11312,03-09-2024,304.3,HDFC Bank,ICICI Bank,5153.5,Mumbai,Male,Payment,Success,27:21.0,Laptop,QR Code,Zomato,Travel,52,Instant,INR,1.23457E+11,9.87654E+11
TXN11313,04-10-2024,107.38,SBI Bank,HDFC Bank,9954.43,Delhi,Female,Transfer,Success,44:38.0,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11314,05-11-2024,1401.89,ICICI Bank,SBI Bank,474.29,Bangalore,Male,Payment,Success,36:14.0,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,1.23457E+11,9.87654E+11
TXN11315,06-12-2024,1549.3,Axis Bank,Axis Bank,9805.15,Hyderabad,Female,Transfer,Failed,19:48.0,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11316,07-01-2024,945.66,HDFC Bank,ICICI Bank,1234.6,Mumbai,Male,Payment,Success,53:42.0,Mobile,UPI ID,Amazon,Food,56,Instant,INR,1.23457E+11,9.87654E+11
TXN11317,08-02-2024,626.4,SBI Bank,HDFC Bank,1334.57,Delhi,Female,Transfer,Success,25:30.0,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11318,09-03-2024,658.28,ICICI Bank,SBI Bank,8006.56,Bangalore,Male,Payment,Success,32:13.0,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,1.23457E+11,9.87654E+11
TXN11319,10-04-2024,1770.71,Axis Bank,Axis Bank,6771.64,Hyderabad,Female,Transfer,Success,31:38.0,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11320,11-05-2024,939.44,HDFC Bank,ICICI Bank,4170.93,Mumbai,Male,Payment,Failed,27:50.0,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,1.23457E+11,9.87654E+11
TXN11321,12-06-2024,1964.99,SBI Bank,HDFC Bank,9001.24,Delhi,Female,Transfer,Success,03:10.0,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11322,13-07-2024,1956.35,ICICI Bank,SBI Bank,2478.76,Bangalore,Male,Payment,Success,27:28.0,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,1.23457E+11,9.87654E+11
TXN11323,14-08-2024,1879.88,Axis Bank,Axis Bank,431.41,Hyderabad,Female,Transfer,Success,57:31.0,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11324,15-09-2024,1580.01,HDFC Bank,ICICI Bank,9788.65,Mumbai,Male,Payment,Success,42:51.0,Laptop,QR Code,IRCTC,Others,24,Instant,INR,1.23457E+11,9.87654E+11
TXN11325,16-10-2024,1840.51,SBI Bank,HDFC Bank,9829.43,Delhi,Female,Transfer,Failed,37:47.0,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11326,17-11-2024,744.96,ICICI Bank,SBI Bank,9330.93,Bangalore,Male,Payment,Success,55:49.0,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,1.23457E+11,9.87654E+11
TXN11327,18-12-2024,301.18,Axis Bank,Axis Bank,7945.86,Hyderabad,Female,Transfer,Success,25:17.0,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11328,19-01-2024,1374.53,HDFC Bank,ICICI Bank,1546.82,Mumbai,Male,Payment,Success,30:57.0,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,1.23457E+11,9.87654E+11
TXN11329,20-02-2024,263.22,SBI Bank,HDFC Bank,6965.05,Delhi,Female,Transfer,Success,00:15.0,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11330,21-03-2024,74.25,ICICI Bank,SBI Bank,6434.13,Bangalore,Male,Payment,Failed,06:38.0,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,1.23457E+11,9.87654E+11
TXN11331,22-04-2024,1852.56,Axis Bank,Axis Bank,1447.65,Hyderabad,Female,Transfer,Success,43:49.0,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11332,23-05-2024,1811.74,HDFC Bank,ICICI Bank,5034.83,Mumbai,Male,Payment,Success,56:16.0,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,1.23457E+11,9.87654E+11
TXN11333,24-06-2024,1617.67,SBI Bank,HDFC Bank,1327.22,Delhi,Female,Transfer,Success,08:10.0,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11334,25-07-2024,827.47,ICICI Bank,SBI Bank,394.49,Bangalore,Male,Payment,Success,57:01.0,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,1.23457E+11,9.87654E+11
TXN11335,26-08-2024,1210.22,Axis Bank,Axis Bank,5338.93,Hyderabad,Female,Transfer,Failed,17:18.0,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11336,27-09-2024,336.42,HDFC Bank,ICICI Bank,2100.52,Mumbai,Male,Payment,Success,40:17.0,Laptop,QR Code,Amazon,Food,36,Instant,INR,1.23457E+11,9.87654E+11
TXN11337,28-10-2024,1729.6,SBI Bank,HDFC Bank,6458.43,Delhi,Female,Transfer,Success,48:56.0,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11338,29-11-2024,585.55,ICICI Bank,SBI Bank,3554.33,Bangalore,Male,Payment,Success,02:09.0,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,1.23457E+11,9.87654E+11
TXN11339,30-12-2024,12.18,Axis Bank,Axis Bank,8579.33,Hyderabad,Female,Transfer,Success,14:51.0,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11340,01-01-2024,1601.75,HDFC Bank,ICICI Bank,3055.98,Mumbai,Male,Payment,Failed,56:17.0,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,1.23457E+11,9.87654E+11
TXN11341,02-02-2024,848.01,SBI Bank,HDFC Bank,2401.99,Delhi,Female,Transfer,Success,23:59.0,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11342,03-03-2024,1211.94,ICICI Bank,SBI Bank,2824.79,Bangalore,Male,Payment,Success,58:11.0,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,1.23457E+11,9.87654E+11
TXN11343,04-04-2024,613.11,Axis Bank,Axis Bank,1159.16,Hyderabad,Female,Transfer,Success,25:15.0,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11344,05-05-2024,1303.88,HDFC Bank,ICICI Bank,8874.3,Mumbai,Male,Payment,Success,55:49.0,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,1.23457E+11,9.87654E+11
TXN11345,06-06-2024,1693.26,SBI Bank,HDFC Bank,8776.84,Delhi,Female,Transfer,Failed,26:00.0,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11346,07-07-2024,439.83,ICICI Bank,SBI Bank,7645.72,Bangalore,Male,Payment,Success,35:16.0,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,1.23457E+11,9.87654E+11
TXN11347,08-08-2024,1751.3,Axis Bank,Axis Bank,7171.63,Hyderabad,Female,Transfer,Success,07:03.0,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11348,09-09-2024,717.11,HDFC Bank,ICICI Bank,5935.45,Mumbai,Male,Payment,Success,44:13.0,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,1.23457E+11,9.87654E+11
TXN11349,10-10-2024,1155.52,SBI Bank,HDFC Bank,1151.75,Delhi,Female,Transfer,Success,28:10.0,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11350,11-11-2024,1868.81,ICICI Bank,SBI Bank,876.62,Bangalore,Male,Payment,Failed,45:45.0,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,1.23457E+11,9.87654E+11
TXN11351,12-12-2024,530.05,Axis Bank,Axis Bank,8649.78,Hyderabad,Female,Transfer,Success,44:04.0,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11352,13-01-2024,1975.94,HDFC Bank,ICICI Bank,8307.24,Mumbai,Male,Payment,Success,03:09.0,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,1.23457E+11,9.87654E+11
TXN11353,14-02-2024,1406.78,SBI Bank,HDFC Bank,8044.24,Delhi,Female,Transfer,Success,56:20.0,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11354,15-03-2024,1203.36,ICICI Bank,SBI Bank,4871.07,Bangalore,Male,Payment,Success,12:35.0,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,1.23457E+11,9.87654E+11
TXN11355,16-04-2024,1060.44,Axis Bank,Axis Bank,6766.09,Hyderabad,Female,Transfer,Failed,18:52.0,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11356,17-05-2024,1785.51,HDFC Bank,ICICI Bank,304.01,Mumbai,Male,Payment,Success,06:20.0,Tablet,Phone Number,Amazon,Food,56,Instant,INR,1.23457E+11,9.87654E+11
TXN11357,18-06-2024,678.77,SBI Bank,HDFC Bank,8875.29,Delhi,Female,Transfer,Success,14:28.0,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11358,19-07-2024,1101.31,ICICI Bank,SBI Bank,6915.65,Bangalore,Male,Payment,Success,21:51.0,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,1.23457E+11,9.87654E+11
TXN11359,20-08-2024,444.22,Axis Bank,Axis Bank,6633.39,Hyderabad,Female,Transfer,Success,02:59.0,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11360,21-09-2024,1449.25,HDFC Bank,ICICI Bank,1614.48,Mumbai,Male,Payment,Failed,05:14.0,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,1.23457E+11,9.87654E+11
TXN11361,22-10-2024,156.44,SBI Bank,HDFC Bank,616.74,Delhi,Female,Transfer,Success,55:00.0,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11362,23-11-2024,1030.21,ICICI Bank,SBI Bank,9671.55,Bangalore,Male,Payment,Success,54:53.0,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,1.23457E+11,9.87654E+11
TXN11363,24-12-2024,1091.61,Axis Bank,Axis Bank,3927.48,Hyderabad,Female,Transfer,Success,52:37.0,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11364,25-01-2024,561.18,HDFC Bank,ICICI Bank,3313.96,Mumbai,Male,Payment,Success,53:48.0,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,1.23457E+11,9.87654E+11
TXN11365,26-02-2024,282.04,SBI Bank,HDFC Bank,425.64,Delhi,Female,Transfer,Failed,56:00.0,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11366,27-03-2024,640.42,ICICI Bank,SBI Bank,396.4,Bangalore,Male,Payment,Success,55:29.0,Laptop,QR Code,Amazon,Food,26,Instant,EUR,1.23457E+11,9.87654E+11
TXN11367,28-04-2024,1285.39,Axis Bank,Axis Bank,7120.24,Hyderabad,Female,Transfer,Success,14:51.0,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11368,29-05-2024,718.53,HDFC Bank,ICICI Bank,8735.1,Mumbai,Male,Payment,Success,05:16.0,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,1.23457E+11,9.87654E+11
TXN11369,30-06-2024,797.66,SBI Bank,HDFC Bank,6189.78,Delhi,Female,Transfer,Success,13:56.0,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11370,01-07-2024,1695.38,ICICI Bank,SBI Bank,8748.08,Bangalore,Male,Payment,Failed,40:08.0,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,1.23457E+11,9.87654E+11
TXN11371,02-08-2024,668.09,Axis Bank,Axis Bank,9120.87,Hyderabad,Female,Transfer,Success,00:33.0,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11372,03-09-2024,635.34,HDFC Bank,ICICI Bank,3264.44,Mumbai,Male,Payment,Success,46:54.0,Laptop,QR Code,Zomato,Travel,32,Instant,INR,1.23457E+11,9.87654E+11
TXN11373,04-10-2024,1213.5,SBI Bank,HDFC Bank,8127.48,Delhi,Female,Transfer,Success,17:38.0,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11374,05-11-2024,763.7,ICICI Bank,SBI Bank,29.89,Bangalore,Male,Payment,Success,13:17.0,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,1.23457E+11,9.87654E+11
TXN11375,06-12-2024,1340.04,Axis Bank,Axis Bank,2176.86,Hyderabad,Female,Transfer,Failed,51:34.0,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11376,07-01-2024,1605.68,HDFC Bank,ICICI Bank,4485.47,Mumbai,Male,Payment,Success,25:08.0,Mobile,UPI ID,Amazon,Food,36,Instant,INR,1.23457E+11,9.87654E+11
TXN11377,08-02-2024,151.7,SBI Bank,HDFC Bank,99.33,Delhi,Female,Transfer,Success,23:18.0,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11378,09-03-2024,1585.79,ICICI Bank,SBI Bank,1220.75,Bangalore,Male,Payment,Success,01:47.0,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,1.23457E+11,9.87654E+11
TXN11379,10-04-2024,162.54,Axis Bank,Axis Bank,1563.02,Hyderabad,Female,Transfer,Success,58:03.0,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11380,11-05-2024,762.58,HDFC Bank,ICICI Bank,1708.81,Mumbai,Male,Payment,Failed,55:25.0,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,1.23457E+11,9.87654E+11
TXN11381,12-06-2024,1549.73,SBI Bank,HDFC Bank,1268.82,Delhi,Female,Transfer,Success,03:27.0,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11382,13-07-2024,1204.49,ICICI Bank,SBI Bank,1740.79,Bangalore,Male,Payment,Success,37:56.0,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,1.23457E+11,9.87654E+11
TXN11383,14-08-2024,1452.27,Axis Bank,Axis Bank,9151.41,Hyderabad,Female,Transfer,Success,44:01.0,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11384,15-09-2024,1983.24,HDFC Bank,ICICI Bank,5080.4,Mumbai,Male,Payment,Success,26:21.0,Laptop,QR Code,IRCTC,Others,44,Instant,INR,1.23457E+11,9.87654E+11
TXN11385,16-10-2024,743.15,SBI Bank,HDFC Bank,9452.01,Delhi,Female,Transfer,Failed,54:29.0,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11386,17-11-2024,210.67,ICICI Bank,SBI Bank,923.57,Bangalore,Male,Payment,Success,07:33.0,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,1.23457E+11,9.87654E+11
TXN11387,18-12-2024,993.01,Axis Bank,Axis Bank,9078.92,Hyderabad,Female,Transfer,Success,05:43.0,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11388,19-01-2024,1803.78,HDFC Bank,ICICI Bank,6572.88,Mumbai,Male,Payment,Success,41:37.0,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,1.23457E+11,9.87654E+11
TXN11389,20-02-2024,575.96,SBI Bank,HDFC Bank,6294.1,Delhi,Female,Transfer,Success,01:33.0,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11390,21-03-2024,1296.55,ICICI Bank,SBI Bank,3097.48,Bangalore,Male,Payment,Failed,20:11.0,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,1.23457E+11,9.87654E+11
TXN11391,22-04-2024,1268.23,Axis Bank,Axis Bank,9929.62,Hyderabad,Female,Transfer,Success,14:35.0,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11392,23-05-2024,1537.53,HDFC Bank,ICICI Bank,359.97,Mumbai,Male,Payment,Success,59:11.0,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,1.23457E+11,9.87654E+11
TXN11393,24-06-2024,1598.73,SBI Bank,HDFC Bank,2831.48,Delhi,Female,Transfer,Success,03:48.0,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11394,25-07-2024,1425.54,ICICI Bank,SBI Bank,9579.27,Bangalore,Male,Payment,Success,04:52.0,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,1.23457E+11,9.87654E+11
TXN11395,26-08-2024,215.6,Axis Bank,Axis Bank,6518.43,Hyderabad,Female,Transfer,Failed,31:10.0,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11396,27-09-2024,1536.1,HDFC Bank,ICICI Bank,9701.9,Mumbai,Male,Payment,Success,06:36.0,Laptop,QR Code,Amazon,Food,56,Instant,INR,1.23457E+11,9.87654E+11
TXN11397,28-10-2024,1459.58,SBI Bank,HDFC Bank,4219.7,Delhi,Female,Transfer,Success,17:15.0,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11398,29-11-2024,294.84,ICICI Bank,SBI Bank,6198.02,Bangalore,Male,Payment,Success,31:24.0,Tablet,Phone Number,Swiggy,Bill Payment,58,Instant,EUR,1.23457E+11,9.87654E+11
TXN11399,30-12-2024,1000.51,Axis Bank,Axis Bank,4430.27,Hyderabad,Female,Transfer,Success,43:19.0,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11400,01-01-2024,1162.44,HDFC Bank,ICICI Bank,2101.41,Mumbai,Male,Payment,Failed,42:57.0,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,1.23457E+11,9.87654E+11
TXN11401,02-02-2024,1310.23,SBI Bank,HDFC Bank,3596.48,Delhi,Female,Transfer,Success,03:17.0,Tablet,Phone Number,Amazon,Food,21,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11402,03-03-2024,567.19,ICICI Bank,SBI Bank,8676.31,Bangalore,Male,Payment,Success,41:07.0,Laptop,QR Code,Zomato,Travel,22,Instant,EUR,1.23457E+11,9.87654E+11
TXN11403,04-04-2024,1153.69,Axis Bank,Axis Bank,1344.14,Hyderabad,Female,Transfer,Success,28:57.0,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11404,05-05-2024,138.42,HDFC Bank,ICICI Bank,6829.09,Mumbai,Male,Payment,Success,34:05.0,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,1.23457E+11,9.87654E+11
TXN11405,06-06-2024,1031.26,SBI Bank,HDFC Bank,8677.97,Delhi,Female,Transfer,Failed,40:47.0,Laptop,QR Code,Flipkart,Shopping,25,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11406,07-07-2024,205.83,ICICI Bank,SBI Bank,4478.35,Bangalore,Male,Payment,Success,30:14.0,Mobile,UPI ID,Amazon,Food,26,Instant,EUR,1.23457E+11,9.87654E+11
TXN11407,08-08-2024,1815.37,Axis Bank,Axis Bank,3458.09,Hyderabad,Female,Transfer,Success,22:06.0,Tablet,Phone Number,Zomato,Travel,27,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11408,09-09-2024,1586.6,HDFC Bank,ICICI Bank,6833.35,Mumbai,Male,Payment,Success,50:01.0,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,1.23457E+11,9.87654E+11
TXN11409,10-10-2024,1956.1,SBI Bank,HDFC Bank,3478.13,Delhi,Female,Transfer,Success,03:12.0,Mobile,UPI ID,IRCTC,Others,29,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11410,11-11-2024,9.39,ICICI Bank,SBI Bank,2459.95,Bangalore,Male,Payment,Failed,16:21.0,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,1.23457E+11,9.87654E+11
TXN11411,12-12-2024,1432.6,Axis Bank,Axis Bank,9460.65,Hyderabad,Female,Transfer,Success,16:35.0,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11412,13-01-2024,1178.15,HDFC Bank,ICICI Bank,2390.48,Mumbai,Male,Payment,Success,15:31.0,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,1.23457E+11,9.87654E+11
TXN11413,14-02-2024,1900.05,SBI Bank,HDFC Bank,7031.98,Delhi,Female,Transfer,Success,11:25.0,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11414,15-03-2024,494.71,ICICI Bank,SBI Bank,4372.2,Bangalore,Male,Payment,Success,37:34.0,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,1.23457E+11,9.87654E+11
TXN11415,16-04-2024,1666.38,Axis Bank,Axis Bank,4327.38,Hyderabad,Female,Transfer,Failed,34:00.0,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11416,17-05-2024,62.17,HDFC Bank,ICICI Bank,4003.34,Mumbai,Male,Payment,Success,03:04.0,Tablet,Phone Number,Amazon,Food,36,Instant,INR,1.23457E+11,9.87654E+11
TXN11417,18-06-2024,145.46,SBI Bank,HDFC Bank,8232.56,Delhi,Female,Transfer,Success,34:05.0,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11418,19-07-2024,1198.18,ICICI Bank,SBI Bank,6745.19,Bangalore,Male,Payment,Success,58:39.0,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,1.23457E+11,9.87654E+11
TXN11419,20-08-2024,1034.21,Axis Bank,Axis Bank,7991.37,Hyderabad,Female,Transfer,Success,36:22.0,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11420,21-09-2024,1374.42,HDFC Bank,ICICI Bank,5293.48,Mumbai,Male,Payment,Failed,46:45.0,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,1.23457E+11,9.87654E+11
TXN11421,22-10-2024,1689.31,SBI Bank,HDFC Bank,9929.95,Delhi,Female,Transfer,Success,12:20.0,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,1.23457E+11,9.87654E+11
TXN11422,23-11-2024,21.37,ICICI Bank,SBI Bank,4514.16,Bangalore,Male,Payment,Success,28:16.0,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,1.23457E+11,9.87654E+11
TXN11423,24-12-2024,21.15,Axis Bank,Axis Bank,6436.08,Hyderabad,Female,Transfer,Success,11:43.0,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN11424,25-01-2024,597.41,HDFC Bank,ICICI Bank,5251.28,Mumbai,Male,Payment,Success,06:59.0,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,1.23457E+11,9.87654E+11
TXN11425,26-02-2024,898.26,SBI Bank,HDFC Bank,5259.65,Delhi,Female,Transfer,Failed,27:09.0,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,1.23457E+11,9.87654E+11
